fecha	IRAG_GEN_Ocupadas	IRAG_GEN_Disponibles	IRAG_GEN_Total	IRAG_VENT_Ocupadas	IRAG_VENT_Disponibles	IRAG_VENT_Total	estado
2020-06-29	2331	1402	3,733	778	619	1,397	Ciudad de México
2020-06-30	2503	1999	4,502	680	646	1,326	Ciudad de México
2020-07-01	2562	1632	4,194	641	666	1,307	Ciudad de México
2020-07-02	2415	1856	4,271	687	668	1,355	Ciudad de México
2020-07-03	2573	2031	4,604	785	706	1,491	Ciudad de México
2020-07-04	2379	1917	4,296	658	660	1,318	Ciudad de México
2020-07-05	2241	1754	3,995	593	550	1,143	Ciudad de México
2020-07-06	2520	2052	4,572	754	713	1,467	Ciudad de México
2020-07-07	2489	2019	4,508	669	633	1,302	Ciudad de México
2020-07-08	2521	2074	4,595	739	743	1,482	Ciudad de México
2020-07-09	2333	2012	4,345	693	767	1,460	Ciudad de México
2020-07-10	2399	2047	4,446	717	776	1,493	Ciudad de México
2020-07-11	2141	1992	4,133	551	546	1,097	Ciudad de México
2020-07-12	2293	2054	4,347	680	711	1,391	Ciudad de México
2020-07-13	2348	2239	4,587	709	770	1,479	Ciudad de México
2020-07-14	2318	2131	4,449	680	753	1,433	Ciudad de México
2020-07-15	2442	2217	4,659	698	806	1,504	Ciudad de México
2020-07-16	2318	2130	4,448	690	778	1,468	Ciudad de México
2020-07-17	2278	2165	4,443	639	805	1,444	Ciudad de México
2020-07-18	2241	2132	4,373	641	779	1,420	Ciudad de México
2020-07-19	2480	2179	4,659	702	800	1,502	Ciudad de México
2020-07-20	2422	2199	4,621	674	812	1,486	Ciudad de México
2020-07-21	2398	2133	4,531	698	818	1,516	Ciudad de México
2020-07-22	2328	2026	4,354	658	749	1,407	Ciudad de México
2020-07-23	2384	1967	4,351	659	741	1,400	Ciudad de México
2020-07-24	2380	2177	4,557	657	776	1,433	Ciudad de México
2020-07-25	2398	2038	4,436	691	731	1,422	Ciudad de México
2020-07-26	2233	2005	4,238	590	621	1,211	Ciudad de México
2020-07-27	2343	2161	4,504	685	758	1,443	Ciudad de México
2020-07-28	2318	1970	4,288	589	634	1,223	Ciudad de México
2020-07-29	2289	2069	4,358	656	764	1,420	Ciudad de México
2020-07-30	2306	2188	4,494	726	760	1,486	Ciudad de México
2020-07-31	2217	2135	4,352	723	743	1,466	Ciudad de México
2020-08-01	2008	2008	4,016	658	674	1,332	Ciudad de México
2020-08-02	2007	2074	4,081	645	651	1,296	Ciudad de México
2020-08-03	2107	1903	4,010	705	1089	1,794	Ciudad de México
2020-08-04	2169	2345	4,514	727	828	1,555	Ciudad de México
2020-08-05	2266	2369	4,635	752	810	1,562	Ciudad de México
2020-08-06	2184	2338	4,522	702	807	1,509	Ciudad de México
2020-08-07	2142	2314	4,456	699	845	1,544	Ciudad de México
2020-08-08	1897	2262	4,159	531	642	1,173	Ciudad de México
2020-08-09	1895	2295	4,190	560	660	1,220	Ciudad de México
2020-08-10	2055	2468	4,523	718	810	1,528	Ciudad de México
2020-08-11	2062	2281	4,343	676	803	1,479	Ciudad de México
2020-08-12	2001	2457	4,458	638	822	1,460	Ciudad de México
2020-08-13	1929	2372	4,301	638	825	1,463	Ciudad de México
2020-08-14	1892	2503	4,395	633	862	1,495	Ciudad de México
2020-08-15	1766	2239	4,005	524	699	1,223	Ciudad de México
2020-08-16	1949	2426	4,375	638	832	1,470	Ciudad de México
2020-08-17	1999	2443	4,442	680	859	1,539	Ciudad de México
2020-08-18	1957	2320	4,277	613	856	1,469	Ciudad de México
2020-08-19	2089	2396	4,485	655	889	1,544	Ciudad de México
2020-08-20	2039	2438	4,477	641	896	1,537	Ciudad de México
2020-08-21	1881	2450	4,331	606	877	1,483	Ciudad de México
2020-08-22	1739	2330	4,069	568	830	1,398	Ciudad de México
2020-08-23	1914	2461	4,375	653	843	1,496	Ciudad de México
2020-08-24	1895	2399	4,294	643	848	1,491	Ciudad de México
2020-08-25	1888	2262	4,150	621	860	1,481	Ciudad de México
2020-08-26	2074	2372	4,446	651	858	1,509	Ciudad de México
2020-08-27	1981	2228	4,209	576	826	1,402	Ciudad de México
2020-08-28	2051	2372	4,423	668	868	1,536	Ciudad de México
2020-08-29	1913	2197	4,110	512	721	1,233	Ciudad de México
2020-08-30	1933	2294	4,227	620	772	1,392	Ciudad de México
2020-08-31	2042	2337	4,379	661	853	1,514	Ciudad de México
2020-09-01	2054	2313	4,367	615	856	1,471	Ciudad de México
2020-09-02	1964	2240	4,204	574	836	1,410	Ciudad de México
2020-09-03	2105	2429	4,534	661	802	1,463	Ciudad de México
2020-09-04	1912	2228	4,140	572	800	1,372	Ciudad de México
2020-09-05	1851	2272	4,123	562	754	1,316	Ciudad de México
2020-09-06	1814	2268	4,082	542	661	1,203	Ciudad de México
2020-04-07	12	70	82	3	101	104	Coahuila
2020-04-08	14	74	88	2	105	107	Coahuila
2020-04-09	19	76	95	2	96	98	Coahuila
2020-04-10	23	85	108	4	122	126	Coahuila
2020-04-11	27	128	155	8	142	150	Coahuila
2020-04-12	34	117	151	9	139	148	Coahuila
2020-04-13	40	145	185	8	127	135	Coahuila
2020-04-14	37	142	179	7	127	134	Coahuila
2020-04-15	37	122	159	8	123	131	Coahuila
2020-04-16	39	110	149	9	116	125	Coahuila
2020-04-17	43	125	168	9	128	137	Coahuila
2020-04-18	38	129	167	10	136	146	Coahuila
2020-04-19	38	101	139	15	121	136	Coahuila
2020-04-20	42	161	203	14	139	153	Coahuila
2020-04-21	45	187	232	13	227	240	Coahuila
2020-04-22	44	244	288	12	170	182	Coahuila
2020-04-23	39	254	293	7	171	178	Coahuila
2020-04-24	45	234	279	6	171	177	Coahuila
2020-04-25	38	219	257	10	142	152	Coahuila
2020-04-26	37	251	288	11	141	152	Coahuila
2020-04-27	59	309	368	13	179	192	Coahuila
2020-04-28	52	325	377	12	94	106	Coahuila
2020-04-29	34	287	321	12	117	129	Coahuila
2020-04-30	54	297	351	9	123	132	Coahuila
2020-05-01	51	295	346	12	127	139	Coahuila
2020-05-02	50	313	363	9	97	106	Coahuila
2020-05-03	39	272	311	8	98	106	Coahuila
2020-05-04	32	314	346	10	96	106	Coahuila
2020-05-05	31	287	318	9	127	136	Coahuila
2020-05-06	23	274	297	9	102	111	Coahuila
2020-05-07	25	285	310	10	127	137	Coahuila
2020-05-08	31	238	269	7	124	131	Coahuila
2020-05-09	32	274	306	9	98	107	Coahuila
2020-05-10	33	233	266	9	97	106	Coahuila
2020-05-11	40	280	320	7	139	146	Coahuila
2020-05-12	45	274	319	6	106	112	Coahuila
2020-05-13	40	269	309	8	98	106	Coahuila
2020-05-14	43	268	311	9	94	103	Coahuila
2020-05-15	53	269	322	9	129	138	Coahuila
2020-05-16	42	230	272	10	91	101	Coahuila
2020-05-17	54	276	330	12	103	115	Coahuila
2020-05-18	64	275	339	14	129	143	Coahuila
2020-05-19	62	284	346	15	133	148	Coahuila
2020-05-20	54	283	337	16	101	117	Coahuila
2020-05-21	49	280	329	16	100	116	Coahuila
2020-05-22	52	279	331	14	95	109	Coahuila
2020-05-23	61	287	348	17	95	112	Coahuila
2020-05-24	66	270	336	18	101	119	Coahuila
2020-05-25	70	293	363	16	97	113	Coahuila
2020-05-26	70	270	340	20	158	178	Coahuila
2020-05-27	70	284	354	19	139	158	Coahuila
2020-05-28	68	267	335	19	152	171	Coahuila
2020-05-29	79	257	336	16	165	181	Coahuila
2020-05-30	67	256	323	20	149	169	Coahuila
2020-05-31	81	270	351	20	133	153	Coahuila
2020-06-01	89	256	345	22	133	155	Coahuila
2020-06-02	99	253	352	21	99	120	Coahuila
2020-06-03	92	264	356	27	134	161	Coahuila
2020-06-04	98	261	359	33	134	167	Coahuila
2020-06-05	103	263	366	30	127	157	Coahuila
2020-06-06	93	256	349	30	100	130	Coahuila
2020-06-07	109	240	349	28	139	167	Coahuila
2020-06-08	120	247	367	32	128	160	Coahuila
2020-06-09	124	237	361	32	122	154	Coahuila
2020-06-10	127	254	381	31	129	160	Coahuila
2020-06-11	138	244	382	31	129	160	Coahuila
2020-06-12	135	251	386	32	132	164	Coahuila
2020-06-13	155	228	383	29	128	157	Coahuila
2020-06-14	167	268	435	34	128	162	Coahuila
2020-06-15	159	255	414	36	110	146	Coahuila
2020-06-16	144	268	412	35	89	124	Coahuila
2020-06-17	164	257	421	39	139	178	Coahuila
2020-06-18	179	252	431	38	126	164	Coahuila
2020-06-19	177	247	424	45	124	169	Coahuila
2020-06-20	160	219	379	39	126	165	Coahuila
2020-06-21	171	259	430	35	109	144	Coahuila
2020-06-22	210	254	464	42	123	165	Coahuila
2020-06-23	199	256	455	39	141	180	Coahuila
2020-06-24	189	255	444	39	146	185	Coahuila
2020-06-25	203	260	463	45	144	189	Coahuila
2020-06-26	205	256	461	48	142	190	Coahuila
2020-06-27	189	257	446	45	112	157	Coahuila
2020-06-28	200	262	462	47	134	181	Coahuila
2020-06-29	217	257	474	49	135	184	Coahuila
2020-06-30	231	212	443	53	129	182	Coahuila
2020-07-01	248	225	473	53	138	191	Coahuila
2020-07-02	244	233	477	52	119	171	Coahuila
2020-07-03	277	234	511	46	148	194	Coahuila
2020-07-04	270	220	490	46	144	190	Coahuila
2020-07-05	280	217	497	47	139	186	Coahuila
2020-07-06	295	204	499	45	145	190	Coahuila
2020-07-07	309	204	513	53	145	198	Coahuila
2020-07-08	303	201	504	50	114	164	Coahuila
2020-07-09	310	276	586	54	138	192	Coahuila
2020-07-10	323	262	585	60	130	190	Coahuila
2020-07-11	321	281	602	58	127	185	Coahuila
2020-07-12	314	301	615	58	130	188	Coahuila
2020-07-13	330	268	598	59	132	191	Coahuila
2020-07-14	311	276	587	66	119	185	Coahuila
2020-07-15	322	278	600	55	107	162	Coahuila
2020-07-16	340	278	618	56	133	189	Coahuila
2020-07-17	352	285	637	68	139	207	Coahuila
2020-07-18	352	232	584	60	107	167	Coahuila
2020-07-19	388	225	613	72	116	188	Coahuila
2020-07-20	372	233	605	77	117	194	Coahuila
2020-07-21	394	221	615	86	110	196	Coahuila
2020-07-22	396	225	621	79	122	201	Coahuila
2020-07-23	391	222	613	79	122	201	Coahuila
2020-07-24	440	200	640	76	136	212	Coahuila
2020-07-25	442	194	636	78	118	196	Coahuila
2020-07-26	417	188	605	75	113	188	Coahuila
2020-07-27	449	182	631	87	110	197	Coahuila
2020-07-28	453	199	652	88	104	192	Coahuila
2020-07-29	457	221	678	95	110	205	Coahuila
2020-07-30	479	208	687	85	114	199	Coahuila
2020-07-31	435	237	672	92	112	204	Coahuila
2020-08-01	454	226	680	91	110	201	Coahuila
2020-08-02	427	220	647	88	102	190	Coahuila
2020-08-03	436	192	628	78	88	166	Coahuila
2020-08-04	458	242	700	95	118	213	Coahuila
2020-08-05	453	249	702	92	138	230	Coahuila
2020-08-06	475	244	719	91	147	238	Coahuila
2020-08-07	452	262	714	98	140	238	Coahuila
2020-08-08	433	265	698	105	144	249	Coahuila
2020-08-09	384	242	626	80	102	182	Coahuila
2020-08-10	400	276	676	91	117	208	Coahuila
2020-08-11	390	287	677	92	153	245	Coahuila
2020-08-12	410	298	708	87	160	247	Coahuila
2020-08-13	439	296	735	91	168	259	Coahuila
2020-08-14	405	314	719	89	170	259	Coahuila
2020-08-15	416	306	722	78	155	233	Coahuila
2020-08-16	409	328	737	76	162	238	Coahuila
2020-08-17	416	293	709	70	164	234	Coahuila
2020-08-18	406	330	736	67	179	246	Coahuila
2020-08-19	391	330	721	66	171	237	Coahuila
2020-08-20	377	344	721	74	158	232	Coahuila
2020-08-21	385	340	725	75	152	227	Coahuila
2020-08-22	351	389	740	76	156	232	Coahuila
2020-08-23	306	376	682	68	112	180	Coahuila
2020-08-24	364	395	759	82	167	249	Coahuila
2020-08-25	375	421	796	77	163	240	Coahuila
2020-08-26	393	427	820	78	164	242	Coahuila
2020-08-27	383	449	832	76	140	216	Coahuila
2020-08-28	374	461	835	80	152	232	Coahuila
2020-08-29	357	461	818	76	155	231	Coahuila
2020-08-30	351	533	884	77	167	244	Coahuila
2020-08-31	351	486	837	70	166	236	Coahuila
2020-09-01	375	490	865	64	168	232	Coahuila
2020-09-02	358	506	864	62	163	225	Coahuila
2020-09-03	316	450	766	63	125	188	Coahuila
2020-09-04	299	389	688	62	154	216	Coahuila
2020-09-05	327	497	824	75	161	236	Coahuila
2020-09-06	324	508	832	70	180	250	Coahuila
2020-04-07	1	31	32	0	34	34	Colima
2020-04-08	1	31	32	0	34	34	Colima
2020-04-09	1	199	200	0	33	33	Colima
2020-04-10	3	199	202	0	33	33	Colima
2020-04-11	1	66	67	0	34	34	Colima
2020-04-12	0	66	66	0	35	35	Colima
2020-04-13	0	66	66	0	35	35	Colima
2020-04-14	4	177	181	0	44	44	Colima
2020-04-15	1	66	67	0	33	33	Colima
2020-04-16	3	167	170	1	38	39	Colima
2020-04-17	4	166	170	1	36	37	Colima
2020-04-18	5	167	172	1	35	36	Colima
2020-04-19	3	166	169	2	37	39	Colima
2020-04-20	5	168	173	1	34	35	Colima
2020-04-21	7	193	200	1	141	142	Colima
2020-04-22	6	240	246	2	50	52	Colima
2020-04-23	8	199	207	2	46	48	Colima
2020-04-24	11	197	208	2	45	47	Colima
2020-04-25	12	197	209	2	43	45	Colima
2020-04-26	10	184	194	3	45	48	Colima
2020-04-27	9	227	236	1	45	46	Colima
2020-04-28	5	208	213	2	35	37	Colima
2020-04-29	2	180	182	4	36	40	Colima
2020-04-30	3	180	183	5	39	44	Colima
2020-05-01	4	178	182	6	38	44	Colima
2020-05-02	5	178	183	5	40	45	Colima
2020-05-03	11	178	189	5	38	43	Colima
2020-05-04	10	178	188	2	35	37	Colima
2020-05-05	8	178	186	3	37	40	Colima
2020-05-06	7	178	185	5	34	39	Colima
2020-05-07	9	171	180	6	32	38	Colima
2020-05-08	5	178	183	6	32	38	Colima
2020-05-09	8	178	186	6	33	39	Colima
2020-05-10	11	174	185	6	34	40	Colima
2020-05-11	8	176	184	6	33	39	Colima
2020-05-12	11	176	187	5	36	41	Colima
2020-05-13	11	175	186	5	36	41	Colima
2020-05-14	15	172	187	7	39	46	Colima
2020-05-15	19	174	193	6	35	41	Colima
2020-05-16	22	173	195	5	36	41	Colima
2020-05-17	21	175	196	6	34	40	Colima
2020-05-18	23	176	199	6	34	40	Colima
2020-05-19	22	176	198	7	35	42	Colima
2020-05-20	27	173	200	7	39	46	Colima
2020-05-21	23	175	198	8	36	44	Colima
2020-05-22	25	173	198	7	37	44	Colima
2020-05-23	32	172	204	8	36	44	Colima
2020-05-24	28	167	195	9	33	42	Colima
2020-05-25	30	173	203	7	47	54	Colima
2020-05-26	26	145	171	7	43	50	Colima
2020-05-27	28	85	113	6	44	50	Colima
2020-05-28	27	88	115	5	43	48	Colima
2020-05-29	31	83	114	6	45	51	Colima
2020-05-30	30	91	121	7	42	49	Colima
2020-05-31	30	91	121	8	41	49	Colima
2020-06-01	32	82	114	8	41	49	Colima
2020-06-02	33	80	113	10	40	50	Colima
2020-06-03	24	93	117	12	32	44	Colima
2020-06-04	26	91	117	11	35	46	Colima
2020-06-05	28	93	121	14	29	43	Colima
2020-06-06	27	93	120	14	29	43	Colima
2020-06-07	24	96	120	16	24	40	Colima
2020-06-08	26	90	116	14	31	45	Colima
2020-06-09	26	85	111	16	31	47	Colima
2020-06-10	29	84	113	14	29	43	Colima
2020-06-11	29	86	115	17	32	49	Colima
2020-06-12	28	87	115	17	32	49	Colima
2020-06-13	34	83	117	16	33	49	Colima
2020-06-14	36	85	121	13	37	50	Colima
2020-06-15	39	77	116	10	41	51	Colima
2020-06-16	37	80	117	10	39	49	Colima
2020-06-17	38	80	118	11	39	50	Colima
2020-06-18	42	74	116	12	39	51	Colima
2020-06-19	40	78	118	19	32	51	Colima
2020-06-20	43	77	120	18	28	46	Colima
2020-06-21	38	80	118	16	29	45	Colima
2020-06-22	57	68	125	18	31	49	Colima
2020-06-23	67	58	125	18	32	50	Colima
2020-06-24	66	57	123	19	38	57	Colima
2020-06-25	63	56	119	24	28	52	Colima
2020-06-26	58	62	120	24	24	48	Colima
2020-06-27	59	49	108	22	38	60	Colima
2020-06-28	51	45	96	30	29	59	Colima
2020-06-29	55	48	103	25	44	69	Colima
2020-06-30	50	48	98	27	47	74	Colima
2020-07-01	47	48	95	22	60	82	Colima
2020-07-02	43	52	95	24	57	81	Colima
2020-07-03	40	51	91	24	58	82	Colima
2020-07-04	43	45	88	25	59	84	Colima
2020-07-05	46	47	93	23	56	79	Colima
2020-07-06	54	39	93	20	61	81	Colima
2020-07-07	51	41	92	25	55	80	Colima
2020-07-08	64	34	98	21	56	77	Colima
2020-07-09	53	37	90	24	60	84	Colima
2020-07-10	54	31	85	28	58	86	Colima
2020-07-11	52	22	74	31	49	80	Colima
2020-07-12	58	57	115	28	44	72	Colima
2020-07-13	59	52	111	28	50	78	Colima
2020-07-14	51	59	110	29	48	77	Colima
2020-07-15	61	48	109	27	46	73	Colima
2020-07-16	61	42	103	27	53	80	Colima
2020-07-17	52	40	92	32	51	83	Colima
2020-07-18	54	36	90	38	48	86	Colima
2020-07-19	65	36	101	44	38	82	Colima
2020-07-20	83	41	124	36	46	82	Colima
2020-07-21	91	49	140	33	49	82	Colima
2020-07-22	95	45	140	38	47	85	Colima
2020-07-23	95	48	143	37	52	89	Colima
2020-07-24	99	51	150	39	48	87	Colima
2020-07-25	92	43	135	35	48	83	Colima
2020-07-26	104	56	160	39	33	72	Colima
2020-07-27	97	62	159	40	31	71	Colima
2020-07-28	106	61	167	44	27	71	Colima
2020-07-29	103	57	160	44	35	79	Colima
2020-07-30	97	46	143	46	43	89	Colima
2020-07-31	97	52	149	45	35	80	Colima
2020-08-01	86	58	144	43	43	86	Colima
2020-08-02	83	46	129	45	41	86	Colima
2020-08-03	78	67	145	52	35	87	Colima
2020-08-04	82	87	169	48	40	88	Colima
2020-08-05	83	84	167	49	34	83	Colima
2020-08-06	85	81	166	51	38	89	Colima
2020-08-07	101	74	175	55	33	88	Colima
2020-08-08	106	68	174	61	31	92	Colima
2020-08-09	99	47	146	57	27	84	Colima
2020-08-10	116	69	185	54	26	80	Colima
2020-08-11	115	68	183	52	26	78	Colima
2020-08-12	117	73	190	43	27	70	Colima
2020-08-13	101	53	154	40	29	69	Colima
2020-08-14	102	86	188	38	36	74	Colima
2020-08-15	99	95	194	44	31	75	Colima
2020-08-16	101	96	197	41	32	73	Colima
2020-08-17	107	80	187	51	31	82	Colima
2020-08-18	106	77	183	49	44	93	Colima
2020-08-19	89	74	163	54	43	97	Colima
2020-08-20	93	70	163	54	44	98	Colima
2020-08-21	94	86	180	62	38	100	Colima
2020-08-22	108	82	190	61	39	100	Colima
2020-08-23	112	79	191	62	38	100	Colima
2020-08-24	129	66	195	54	45	99	Colima
2020-08-25	126	64	190	49	47	96	Colima
2020-08-26	102	81	183	46	37	83	Colima
2020-08-27	122	83	205	55	49	104	Colima
2020-08-28	114	89	203	54	49	103	Colima
2020-08-29	94	113	207	54	54	108	Colima
2020-08-30	90	102	192	52	43	95	Colima
2020-08-31	115	94	209	53	51	104	Colima
2020-09-01	100	97	197	49	59	108	Colima
2020-09-02	101	95	196	48	60	108	Colima
2020-09-03	94	101	195	48	62	110	Colima
2020-09-04	95	87	182	48	60	108	Colima
2020-09-05	89	82	171	52	52	104	Colima
2020-09-06	130	82	212	29	50	79	Colima
2020-04-07	3	36	39	1	50	51	Durango
2020-04-08	4	36	40	1	54	55	Durango
2020-04-09	7	44	51	0	31	31	Durango
2020-04-10	18	44	62	0	67	67	Durango
2020-04-11	15	44	59	0	68	68	Durango
2020-04-12	14	44	58	0	72	72	Durango
2020-04-13	14	44	58	0	72	72	Durango
2020-04-14	14	44	58	0	73	73	Durango
2020-04-15	0	6	6	0	8	8	Durango
2020-04-16	11	44	55	1	71	72	Durango
2020-04-17	12	44	56	0	78	78	Durango
2020-04-18	12	43	55	0	77	77	Durango
2020-04-19	11	44	55	0	75	75	Durango
2020-04-20	11	52	63	0	72	72	Durango
2020-04-21	9	78	87	0	97	97	Durango
2020-04-22	22	79	101	2	68	70	Durango
2020-04-23	20	99	119	5	81	86	Durango
2020-04-24	22	98	120	6	82	88	Durango
2020-04-25	23	98	121	5	82	87	Durango
2020-04-26	17	85	102	3	70	73	Durango
2020-04-27	9	99	108	4	81	85	Durango
2020-04-28	9	112	121	4	71	75	Durango
2020-04-29	16	112	128	5	71	76	Durango
2020-04-30	16	111	127	4	72	76	Durango
2020-05-01	17	110	127	5	78	83	Durango
2020-05-02	14	83	97	3	49	52	Durango
2020-05-03	15	83	98	2	53	55	Durango
2020-05-04	19	110	129	3	77	80	Durango
2020-05-05	18	97	115	2	73	75	Durango
2020-05-06	19	111	130	5	85	90	Durango
2020-05-07	25	112	137	6	84	90	Durango
2020-05-08	19	121	140	6	84	90	Durango
2020-05-09	23	143	166	4	80	84	Durango
2020-05-10	17	128	145	4	98	102	Durango
2020-05-11	15	109	124	5	73	78	Durango
2020-05-12	17	159	176	6	83	89	Durango
2020-05-13	18	147	165	6	69	75	Durango
2020-05-14	26	162	188	7	80	87	Durango
2020-05-15	23	148	171	6	68	74	Durango
2020-05-16	27	147	174	7	69	76	Durango
2020-05-17	29	148	177	6	61	67	Durango
2020-05-18	18	162	180	7	81	88	Durango
2020-05-19	14	199	213	6	69	75	Durango
2020-05-20	23	202	225	8	93	101	Durango
2020-05-21	21	209	230	10	85	95	Durango
2020-05-22	30	210	240	9	84	93	Durango
2020-05-23	29	182	211	6	60	66	Durango
2020-05-24	45	260	305	9	73	82	Durango
2020-05-25	61	211	272	9	75	84	Durango
2020-05-26	42	238	280	10	80	90	Durango
2020-05-27	23	256	279	12	93	105	Durango
2020-05-28	25	253	278	13	87	100	Durango
2020-05-29	32	249	281	10	95	105	Durango
2020-05-30	31	237	268	10	99	109	Durango
2020-05-31	35	194	229	12	88	100	Durango
2020-06-01	47	236	283	11	93	104	Durango
2020-06-02	49	237	286	9	97	106	Durango
2020-06-03	39	236	275	9	92	101	Durango
2020-06-04	40	235	275	8	92	100	Durango
2020-06-05	37	232	269	9	92	101	Durango
2020-06-06	49	234	283	10	91	101	Durango
2020-06-07	55	189	244	9	83	92	Durango
2020-06-08	71	231	302	10	88	98	Durango
2020-06-09	70	234	304	14	83	97	Durango
2020-06-10	55	245	300	17	81	98	Durango
2020-06-11	70	213	283	16	76	92	Durango
2020-06-12	55	208	263	13	76	89	Durango
2020-06-13	59	218	277	12	75	87	Durango
2020-06-14	57	218	275	12	81	93	Durango
2020-06-15	64	213	277	17	77	94	Durango
2020-06-16	78	198	276	19	78	97	Durango
2020-06-17	61	209	270	25	76	101	Durango
2020-06-18	67	214	281	23	73	96	Durango
2020-06-19	59	211	270	23	75	98	Durango
2020-06-20	58	193	251	24	62	86	Durango
2020-06-21	56	235	291	23	80	103	Durango
2020-06-22	67	220	287	22	76	98	Durango
2020-06-23	65	229	294	27	73	100	Durango
2020-06-24	65	237	302	27	78	105	Durango
2020-06-25	54	242	296	30	76	106	Durango
2020-06-26	54	233	287	29	81	110	Durango
2020-06-27	65	223	288	26	80	106	Durango
2020-06-28	57	233	290	27	85	112	Durango
2020-06-29	74	227	301	25	90	115	Durango
2020-06-30	78	225	303	31	85	116	Durango
2020-07-01	78	217	295	30	86	116	Durango
2020-07-02	72	229	301	28	87	115	Durango
2020-07-03	87	223	310	28	87	115	Durango
2020-07-04	90	212	302	30	88	118	Durango
2020-07-05	90	208	298	29	78	107	Durango
2020-07-06	97	196	293	30	84	114	Durango
2020-07-07	87	203	290	29	80	109	Durango
2020-07-08	76	206	282	33	77	110	Durango
2020-07-09	78	206	284	32	81	113	Durango
2020-07-10	88	198	286	35	76	111	Durango
2020-07-11	85	206	291	36	71	107	Durango
2020-07-12	87	200	287	32	81	113	Durango
2020-07-13	85	202	287	31	78	109	Durango
2020-07-14	86	216	302	26	89	115	Durango
2020-07-15	76	215	291	27	92	119	Durango
2020-07-16	86	214	300	26	92	118	Durango
2020-07-17	84	211	295	28	85	113	Durango
2020-07-18	83	207	290	29	88	117	Durango
2020-07-19	88	201	289	27	90	117	Durango
2020-07-20	87	200	287	25	90	115	Durango
2020-07-21	92	199	291	26	90	116	Durango
2020-07-22	83	205	288	31	86	117	Durango
2020-07-23	91	210	301	32	80	112	Durango
2020-07-24	85	212	297	35	87	122	Durango
2020-07-25	89	215	304	36	80	116	Durango
2020-07-26	96	200	296	33	79	112	Durango
2020-07-27	95	219	314	32	77	109	Durango
2020-07-28	97	206	303	34	76	110	Durango
2020-07-29	99	202	301	38	69	107	Durango
2020-07-30	103	197	300	32	69	101	Durango
2020-07-31	97	199	296	39	65	104	Durango
2020-08-01	86	204	290	40	67	107	Durango
2020-08-02	89	202	291	38	69	107	Durango
2020-08-03	104	209	313	33	72	105	Durango
2020-08-04	108	206	314	34	67	101	Durango
2020-08-05	98	204	302	32	73	105	Durango
2020-08-06	89	210	299	31	77	108	Durango
2020-08-07	99	209	308	28	79	107	Durango
2020-08-08	91	209	300	28	78	106	Durango
2020-08-09	92	214	306	27	82	109	Durango
2020-08-10	80	227	307	23	86	109	Durango
2020-08-11	97	234	331	20	67	87	Durango
2020-08-12	98	231	329	25	63	88	Durango
2020-08-13	107	218	325	30	58	88	Durango
2020-08-14	107	228	335	32	60	92	Durango
2020-08-15	112	221	333	30	63	93	Durango
2020-08-16	100	235	335	33	63	96	Durango
2020-08-17	96	208	304	35	85	120	Durango
2020-08-18	98	215	313	27	81	108	Durango
2020-08-19	100	208	308	32	52	84	Durango
2020-08-20	95	206	301	31	64	95	Durango
2020-08-21	98	199	297	34	57	91	Durango
2020-08-22	93	171	264	36	58	94	Durango
2020-08-23	89	199	288	34	64	98	Durango
2020-08-24	102	195	297	38	59	97	Durango
2020-08-25	105	189	294	40	63	103	Durango
2020-08-26	102	183	285	39	57	96	Durango
2020-08-27	103	191	294	38	63	101	Durango
2020-08-28	110	193	303	34	60	94	Durango
2020-08-29	109	194	303	25	56	81	Durango
2020-08-30	109	176	285	34	55	89	Durango
2020-08-31	114	184	298	31	64	95	Durango
2020-09-01	121	187	308	34	53	87	Durango
2020-09-02	115	194	309	28	59	87	Durango
2020-09-03	109	192	301	30	55	85	Durango
2020-09-04	114	193	307	33	54	87	Durango
2020-09-05	107	213	320	31	60	91	Durango
2020-09-06	103	183	286	26	65	91	Durango
2020-03-31	1	0	1	1	12	13	Guanajuato
2020-04-01	1	0	1	1	12	13	Guanajuato
2020-04-02	2	0	2	1	11	12	Guanajuato
2020-04-04	2	10	12	1	22	23	Guanajuato
2020-04-05	2	10	12	1	22	23	Guanajuato
2020-04-06	2	11	13	1	22	23	Guanajuato
2020-04-07	6	231	237	4	90	94	Guanajuato
2020-04-08	6	224	230	2	84	86	Guanajuato
2020-04-09	14	241	255	3	95	98	Guanajuato
2020-04-10	11	228	239	0	82	82	Guanajuato
2020-04-11	12	240	252	2	97	99	Guanajuato
2020-04-12	13	226	239	1	88	89	Guanajuato
2020-04-13	11	239	250	2	99	101	Guanajuato
2020-04-14	11	239	250	2	99	101	Guanajuato
2020-04-15	10	238	248	2	102	104	Guanajuato
2020-04-16	12	238	250	1	102	103	Guanajuato
2020-04-17	33	529	562	9	280	289	Guanajuato
2020-04-18	20	442	462	13	273	286	Guanajuato
2020-04-19	25	424	449	12	268	280	Guanajuato
2020-04-20	25	419	444	13	316	329	Guanajuato
2020-04-21	26	510	536	14	394	408	Guanajuato
2020-04-22	29	594	623	16	395	411	Guanajuato
2020-04-23	40	583	623	14	391	405	Guanajuato
2020-04-24	40	567	607	10	378	388	Guanajuato
2020-04-25	53	574	627	17	372	389	Guanajuato
2020-04-26	60	585	645	16	377	393	Guanajuato
2020-04-27	62	584	646	15	378	393	Guanajuato
2020-04-28	66	580	646	20	334	354	Guanajuato
