fecha	IRAG_GEN_Ocupadas	IRAG_GEN_Disponibles	IRAG_GEN_Total	IRAG_VENT_Ocupadas	IRAG_VENT_Disponibles	IRAG_VENT_Total	estado
2020-04-29	62	707	769	17	329	346	Guanajuato
2020-04-30	56	683	739	25	325	350	Guanajuato
2020-05-01	53	833	886	23	308	331	Guanajuato
2020-05-02	50	800	850	24	315	339	Guanajuato
2020-05-03	57	795	852	26	284	310	Guanajuato
2020-05-04	65	809	874	18	289	307	Guanajuato
2020-05-05	66	701	767	20	287	307	Guanajuato
2020-05-06	56	708	764	25	286	311	Guanajuato
2020-05-07	68	688	756	22	286	308	Guanajuato
2020-05-08	62	676	738	23	277	300	Guanajuato
2020-05-09	75	651	726	25	273	298	Guanajuato
2020-05-10	82	704	786	29	298	327	Guanajuato
2020-05-11	81	705	786	33	293	326	Guanajuato
2020-05-12	79	770	849	32	317	349	Guanajuato
2020-05-13	77	761	838	34	308	342	Guanajuato
2020-05-14	75	760	835	39	304	343	Guanajuato
2020-05-15	79	744	823	38	294	332	Guanajuato
2020-05-16	95	762	857	35	294	329	Guanajuato
2020-05-17	107	749	856	32	290	322	Guanajuato
2020-05-18	106	757	863	35	290	325	Guanajuato
2020-05-19	121	751	872	41	285	326	Guanajuato
2020-05-20	126	751	877	44	278	322	Guanajuato
2020-05-21	138	765	903	42	277	319	Guanajuato
2020-05-22	146	773	919	44	612	656	Guanajuato
2020-05-23	140	776	916	43	658	701	Guanajuato
2020-05-24	149	755	904	38	640	678	Guanajuato
2020-05-25	154	756	910	39	678	717	Guanajuato
2020-05-26	158	758	916	44	656	700	Guanajuato
2020-05-27	153	762	915	45	677	722	Guanajuato
2020-05-28	149	760	909	51	679	730	Guanajuato
2020-05-29	142	749	891	51	676	727	Guanajuato
2020-05-30	149	738	887	53	678	731	Guanajuato
2020-05-31	155	574	729	46	563	609	Guanajuato
2020-06-01	185	549	734	51	684	735	Guanajuato
2020-06-02	189	534	723	50	609	659	Guanajuato
2020-06-03	204	502	706	57	673	730	Guanajuato
2020-06-04	222	495	717	62	661	723	Guanajuato
2020-06-05	222	494	716	65	620	685	Guanajuato
2020-06-06	255	469	724	73	619	692	Guanajuato
2020-06-07	261	459	720	66	606	672	Guanajuato
2020-06-08	263	438	701	80	648	728	Guanajuato
2020-06-09	290	549	839	73	545	618	Guanajuato
2020-06-10	279	434	713	75	614	689	Guanajuato
2020-06-11	307	448	755	102	642	744	Guanajuato
2020-06-12	332	422	754	98	649	747	Guanajuato
2020-06-13	310	392	702	104	631	735	Guanajuato
2020-06-14	311	386	697	109	578	687	Guanajuato
2020-06-15	313	354	667	105	571	676	Guanajuato
2020-06-16	370	404	774	119	623	742	Guanajuato
2020-06-17	365	358	723	98	531	629	Guanajuato
2020-06-18	401	403	804	120	628	748	Guanajuato
2020-06-19	425	386	811	115	630	745	Guanajuato
2020-06-20	420	358	778	114	626	740	Guanajuato
2020-06-21	432	371	803	111	638	749	Guanajuato
2020-06-22	417	371	788	111	617	728	Guanajuato
2020-06-23	439	371	810	102	630	732	Guanajuato
2020-06-24	485	363	848	112	631	743	Guanajuato
2020-06-25	500	358	858	118	628	746	Guanajuato
2020-06-26	474	353	827	136	620	756	Guanajuato
2020-06-27	461	319	780	149	587	736	Guanajuato
2020-06-28	503	348	851	147	607	754	Guanajuato
2020-06-29	517	345	862	164	572	736	Guanajuato
2020-06-30	538	369	907	176	588	764	Guanajuato
2020-07-01	530	365	895	174	585	759	Guanajuato
2020-07-02	567	373	940	171	580	751	Guanajuato
2020-07-03	539	430	969	169	591	760	Guanajuato
2020-07-04	543	410	953	164	591	755	Guanajuato
2020-07-05	600	369	969	163	605	768	Guanajuato
2020-07-06	615	370	985	149	598	747	Guanajuato
2020-07-07	645	326	971	158	615	773	Guanajuato
2020-07-08	654	351	1,005	147	616	763	Guanajuato
2020-07-09	645	397	1,042	165	600	765	Guanajuato
2020-07-10	629	393	1,022	148	596	744	Guanajuato
2020-07-11	640	371	1,011	160	606	766	Guanajuato
2020-07-12	610	411	1,021	165	583	748	Guanajuato
2020-07-13	646	355	1,001	166	605	771	Guanajuato
2020-07-14	628	381	1,009	184	570	754	Guanajuato
2020-07-15	620	389	1,009	177	588	765	Guanajuato
2020-07-16	613	389	1,002	178	600	778	Guanajuato
2020-07-17	606	384	990	175	584	759	Guanajuato
2020-07-18	605	424	1,029	182	545	727	Guanajuato
2020-07-19	573	379	952	159	486	645	Guanajuato
2020-07-20	647	410	1,057	160	602	762	Guanajuato
2020-07-21	646	441	1,087	167	614	781	Guanajuato
2020-07-22	622	428	1,050	166	600	766	Guanajuato
2020-07-23	630	457	1,087	156	627	783	Guanajuato
2020-07-24	622	450	1,072	157	610	767	Guanajuato
2020-07-25	602	455	1,057	146	615	761	Guanajuato
2020-07-26	636	428	1,064	156	589	745	Guanajuato
2020-07-27	617	429	1,046	153	611	764	Guanajuato
2020-07-28	658	458	1,116	137	630	767	Guanajuato
2020-07-29	646	461	1,107	151	641	792	Guanajuato
2020-07-30	637	444	1,081	150	617	767	Guanajuato
2020-07-31	655	474	1,129	175	631	806	Guanajuato
2020-08-01	631	508	1,139	180	623	803	Guanajuato
2020-08-02	628	510	1,138	178	629	807	Guanajuato
2020-08-03	619	457	1,076	170	629	799	Guanajuato
2020-08-04	629	506	1,135	181	615	796	Guanajuato
2020-08-05	582	550	1,132	171	597	768	Guanajuato
2020-08-06	593	576	1,169	171	644	815	Guanajuato
2020-08-07	563	612	1,175	182	627	809	Guanajuato
2020-08-08	526	586	1,112	185	634	819	Guanajuato
2020-08-09	533	583	1,116	158	640	798	Guanajuato
2020-08-10	540	619	1,159	146	623	769	Guanajuato
2020-08-11	528	647	1,175	155	633	788	Guanajuato
2020-08-12	523	663	1,186	155	652	807	Guanajuato
2020-08-13	499	685	1,184	150	654	804	Guanajuato
2020-08-14	486	700	1,186	160	644	804	Guanajuato
2020-08-15	455	712	1,167	159	648	807	Guanajuato
2020-08-16	445	715	1,160	160	651	811	Guanajuato
2020-08-17	463	716	1,179	145	664	809	Guanajuato
2020-08-18	461	746	1,207	138	650	788	Guanajuato
2020-08-19	432	761	1,193	138	668	806	Guanajuato
2020-08-20	437	755	1,192	139	671	810	Guanajuato
2020-08-21	418	768	1,186	137	661	798	Guanajuato
2020-08-22	385	776	1,161	141	668	809	Guanajuato
2020-08-23	389	758	1,147	132	657	789	Guanajuato
2020-08-24	401	794	1,195	123	673	796	Guanajuato
2020-08-25	406	793	1,199	116	669	785	Guanajuato
2020-08-26	378	770	1,148	113	685	798	Guanajuato
2020-08-27	369	816	1,185	121	684	805	Guanajuato
2020-08-28	378	815	1,193	125	669	794	Guanajuato
2020-08-29	382	828	1,210	120	659	779	Guanajuato
2020-08-30	362	789	1,151	123	659	782	Guanajuato
2020-08-31	374	824	1,198	105	692	797	Guanajuato
2020-09-01	367	820	1,187	110	683	793	Guanajuato
2020-09-02	349	851	1,200	109	687	796	Guanajuato
2020-09-03	345	850	1,195	112	683	795	Guanajuato
2020-09-04	325	842	1,167	121	658	779	Guanajuato
2020-09-05	333	861	1,194	122	684	806	Guanajuato
2020-09-06	333	849	1,182	116	654	770	Guanajuato
2020-04-07	4	58	62	2	15	17	Guerrero
2020-04-08	4	58	62	2	15	17	Guerrero
2020-04-09	2	16	18	4	15	19	Guerrero
2020-04-10	36	92	128	4	60	64	Guerrero
2020-04-11	13	71	84	4	46	50	Guerrero
2020-04-12	19	107	126	7	51	58	Guerrero
2020-04-13	23	96	119	7	63	70	Guerrero
2020-04-14	20	95	115	6	64	70	Guerrero
2020-04-15	19	32	51	3	44	47	Guerrero
2020-04-16	19	109	128	9	68	77	Guerrero
2020-04-17	23	85	108	8	62	70	Guerrero
2020-04-18	22	93	115	10	68	78	Guerrero
2020-04-19	18	62	80	10	42	52	Guerrero
2020-04-20	32	104	136	12	74	86	Guerrero
2020-04-21	35	144	179	16	120	136	Guerrero
2020-04-22	27	134	161	17	109	126	Guerrero
2020-04-23	28	136	164	13	112	125	Guerrero
2020-04-24	30	123	153	12	112	124	Guerrero
2020-04-25	25	131	156	17	127	144	Guerrero
2020-04-26	18	115	133	16	109	125	Guerrero
2020-04-27	41	126	167	15	111	126	Guerrero
2020-04-28	40	85	125	13	61	74	Guerrero
2020-04-29	58	119	177	10	79	89	Guerrero
2020-04-30	65	132	197	15	58	73	Guerrero
2020-05-01	65	124	189	13	69	82	Guerrero
2020-05-02	52	112	164	9	57	66	Guerrero
2020-05-03	79	153	232	18	69	87	Guerrero
2020-05-04	80	136	216	19	60	79	Guerrero
2020-05-05	87	131	218	21	59	80	Guerrero
2020-05-06	62	107	169	17	68	85	Guerrero
2020-05-07	83	130	213	16	69	85	Guerrero
2020-05-08	87	135	222	21	64	85	Guerrero
2020-05-09	74	115	189	20	60	80	Guerrero
2020-05-10	101	121	222	21	69	90	Guerrero
2020-05-11	136	131	267	23	62	85	Guerrero
2020-05-12	123	131	254	30	66	96	Guerrero
2020-05-13	131	120	251	32	61	93	Guerrero
2020-05-14	131	107	238	31	63	94	Guerrero
2020-05-15	124	105	229	36	62	98	Guerrero
2020-05-16	90	106	196	35	42	77	Guerrero
2020-05-17	103	101	204	40	43	83	Guerrero
2020-05-18	135	95	230	41	49	90	Guerrero
2020-05-19	139	96	235	43	60	103	Guerrero
2020-05-20	134	78	212	46	66	112	Guerrero
2020-05-21	138	56	194	52	68	120	Guerrero
2020-05-22	205	64	269	50	57	107	Guerrero
2020-05-23	236	62	298	50	60	110	Guerrero
2020-05-24	230	65	295	53	47	100	Guerrero
2020-05-25	227	67	294	53	42	95	Guerrero
2020-05-26	221	71	292	55	45	100	Guerrero
2020-05-27	224	110	334	71	75	146	Guerrero
2020-05-28	220	135	355	68	55	123	Guerrero
2020-05-29	212	149	361	63	64	127	Guerrero
2020-05-30	251	128	379	62	62	124	Guerrero
2020-05-31	255	118	373	61	79	140	Guerrero
2020-06-01	279	106	385	62	78	140	Guerrero
2020-06-02	281	153	434	64	87	151	Guerrero
2020-06-03	274	149	423	65	88	153	Guerrero
2020-06-04	260	169	429	67	97	164	Guerrero
2020-06-05	256	171	427	73	78	151	Guerrero
2020-06-06	278	155	433	78	79	157	Guerrero
2020-06-07	253	204	457	87	86	173	Guerrero
2020-06-08	259	220	479	85	93	178	Guerrero
2020-06-09	276	193	469	89	87	176	Guerrero
2020-06-10	284	193	477	82	86	168	Guerrero
2020-06-11	272	201	473	77	88	165	Guerrero
2020-06-12	284	203	487	90	90	180	Guerrero
2020-06-13	267	215	482	80	82	162	Guerrero
2020-06-14	277	208	485	95	87	182	Guerrero
2020-06-15	300	200	500	80	81	161	Guerrero
2020-06-16	281	171	452	80	70	150	Guerrero
2020-06-17	303	196	499	98	88	186	Guerrero
2020-06-18	282	210	492	94	91	185	Guerrero
2020-06-19	275	212	487	94	95	189	Guerrero
2020-06-20	272	208	480	88	97	185	Guerrero
2020-06-21	248	236	484	93	97	190	Guerrero
2020-06-22	250	237	487	91	97	188	Guerrero
2020-06-23	261	235	496	82	117	199	Guerrero
2020-06-24	264	246	510	85	124	209	Guerrero
2020-06-25	257	261	518	91	107	198	Guerrero
2020-06-26	250	309	559	99	103	202	Guerrero
2020-06-27	245	311	556	102	111	213	Guerrero
2020-06-28	242	306	548	96	115	211	Guerrero
2020-06-29	239	318	557	92	113	205	Guerrero
2020-06-30	243	317	560	86	111	197	Guerrero
2020-07-01	224	332	556	90	112	202	Guerrero
2020-07-02	215	330	545	89	109	198	Guerrero
2020-07-03	221	326	547	88	106	194	Guerrero
2020-07-04	206	313	519	90	91	181	Guerrero
2020-07-05	232	324	556	78	117	195	Guerrero
2020-07-06	223	343	566	84	110	194	Guerrero
2020-07-07	190	347	537	80	117	197	Guerrero
2020-07-08	210	359	569	79	122	201	Guerrero
2020-07-09	211	359	570	78	122	200	Guerrero
2020-07-10	216	376	592	87	121	208	Guerrero
2020-07-11	213	387	600	93	119	212	Guerrero
2020-07-12	213	386	599	93	105	198	Guerrero
2020-07-13	222	409	631	89	132	221	Guerrero
2020-07-14	239	405	644	86	126	212	Guerrero
2020-07-15	226	375	601	85	133	218	Guerrero
2020-07-16	222	375	597	78	129	207	Guerrero
2020-07-17	217	362	579	82	120	202	Guerrero
2020-07-18	225	377	602	75	125	200	Guerrero
2020-07-19	234	408	642	80	128	208	Guerrero
2020-07-20	218	412	630	73	148	221	Guerrero
2020-07-21	226	413	639	70	156	226	Guerrero
2020-07-22	216	416	632	72	148	220	Guerrero
2020-07-23	218	413	631	73	159	232	Guerrero
2020-07-24	209	406	615	73	167	240	Guerrero
2020-07-25	214	421	635	67	159	226	Guerrero
2020-07-26	227	411	638	58	170	228	Guerrero
2020-07-27	230	353	583	53	174	227	Guerrero
2020-07-28	208	376	584	60	164	224	Guerrero
2020-07-29	202	421	623	63	173	236	Guerrero
2020-07-30	202	421	623	60	168	228	Guerrero
2020-07-31	197	432	629	57	170	227	Guerrero
2020-08-01	183	425	608	50	168	218	Guerrero
2020-08-02	194	388	582	51	167	218	Guerrero
2020-08-03	208	416	624	47	181	228	Guerrero
2020-08-04	215	406	621	46	183	229	Guerrero
2020-08-05	214	404	618	48	181	229	Guerrero
2020-08-06	208	411	619	45	181	226	Guerrero
2020-08-07	209	413	622	46	179	225	Guerrero
2020-08-08	203	433	636	45	188	233	Guerrero
2020-08-09	200	376	576	47	191	238	Guerrero
2020-08-10	201	417	618	53	178	231	Guerrero
2020-08-11	196	432	628	49	174	223	Guerrero
2020-08-12	192	418	610	41	174	215	Guerrero
2020-08-13	201	425	626	44	179	223	Guerrero
2020-08-14	191	391	582	40	177	217	Guerrero
2020-08-15	184	426	610	50	185	235	Guerrero
2020-08-16	196	417	613	46	185	231	Guerrero
2020-08-17	188	413	601	53	178	231	Guerrero
2020-08-18	183	413	596	46	196	242	Guerrero
2020-08-19	179	418	597	41	200	241	Guerrero
2020-08-20	166	425	591	39	201	240	Guerrero
2020-08-21	179	423	602	31	198	229	Guerrero
2020-08-22	168	433	601	33	203	236	Guerrero
2020-08-23	164	411	575	29	198	227	Guerrero
2020-08-24	171	422	593	35	198	233	Guerrero
2020-08-25	164	396	560	36	236	272	Guerrero
2020-08-26	155	420	575	28	206	234	Guerrero
2020-08-27	156	450	606	30	201	231	Guerrero
2020-08-28	143	416	559	30	173	203	Guerrero
2020-08-29	149	441	590	30	206	236	Guerrero
2020-08-30	150	442	592	28	205	233	Guerrero
2020-08-31	155	342	497	29	189	218	Guerrero
2020-09-01	152	366	518	31	206	237	Guerrero
2020-09-02	155	372	527	31	222	253	Guerrero
2020-09-03	154	345	499	29	212	241	Guerrero
2020-09-04	157	369	526	27	225	252	Guerrero
2020-09-05	150	383	533	29	225	254	Guerrero
2020-09-06	139	343	482	34	208	242	Guerrero
2020-04-07	5	36	41	2	33	35	Hidalgo
2020-04-08	5	36	41	2	21	23	Hidalgo
2020-04-09	4	40	44	2	27	29	Hidalgo
2020-04-10	6	41	47	2	24	26	Hidalgo
2020-04-11	8	45	53	2	24	26	Hidalgo
2020-04-12	9	44	53	3	23	26	Hidalgo
2020-04-13	10	43	53	3	23	26	Hidalgo
2020-04-14	10	43	53	3	24	27	Hidalgo
2020-04-15	12	69	81	2	25	27	Hidalgo
2020-04-16	15	70	85	2	31	33	Hidalgo
2020-04-17	16	70	86	2	29	31	Hidalgo
2020-04-18	20	68	88	2	58	60	Hidalgo
2020-04-19	20	68	88	2	59	61	Hidalgo
2020-04-20	25	112	137	3	66	69	Hidalgo
2020-04-21	44	172	216	10	132	142	Hidalgo
2020-04-22	44	189	233	12	134	146	Hidalgo
2020-04-23	43	201	244	13	134	147	Hidalgo
2020-04-24	50	204	254	21	162	183	Hidalgo
2020-04-25	45	189	234	15	151	166	Hidalgo
2020-04-26	46	221	267	19	140	159	Hidalgo
2020-04-27	38	191	229	15	154	169	Hidalgo
2020-04-28	54	166	220	19	115	134	Hidalgo
2020-04-29	60	168	228	17	103	120	Hidalgo
2020-04-30	58	262	320	28	103	131	Hidalgo
2020-05-01	53	268	321	28	107	135	Hidalgo
2020-05-02	58	179	237	27	112	139	Hidalgo
2020-05-03	79	170	249	24	111	135	Hidalgo
2020-05-04	111	166	277	34	103	137	Hidalgo
2020-05-05	105	190	295	35	107	142	Hidalgo
2020-05-06	94	173	267	36	106	142	Hidalgo
2020-05-07	88	187	275	41	97	138	Hidalgo
2020-05-08	107	180	287	38	96	134	Hidalgo
2020-05-09	109	180	289	39	99	138	Hidalgo
2020-05-10	120	179	299	35	97	132	Hidalgo
2020-05-11	131	271	402	38	132	170	Hidalgo
2020-05-12	140	244	384	34	122	156	Hidalgo
2020-05-13	140	246	386	39	120	159	Hidalgo
2020-05-14	135	249	384	37	126	163	Hidalgo
2020-05-15	143	220	363	35	123	158	Hidalgo
2020-05-16	157	206	363	32	111	143	Hidalgo
2020-05-17	161	224	385	31	112	143	Hidalgo
2020-05-18	155	228	383	25	111	136	Hidalgo
2020-05-19	173	234	407	32	112	144	Hidalgo
2020-05-20	176	231	407	29	113	142	Hidalgo
2020-05-21	187	236	423	36	109	145	Hidalgo
2020-05-22	151	160	311	26	101	127	Hidalgo
2020-05-23	192	181	373	29	103	132	Hidalgo
2020-05-24	184	198	382	30	103	133	Hidalgo
2020-05-25	189	172	361	32	92	124	Hidalgo
2020-05-26	198	228	426	33	115	148	Hidalgo
2020-05-27	165	231	396	37	97	134	Hidalgo
2020-05-28	170	218	388	34	113	147	Hidalgo
2020-05-29	183	204	387	33	129	162	Hidalgo
2020-05-30	177	216	393	32	132	164	Hidalgo
2020-05-31	173	219	392	34	130	164	Hidalgo
2020-06-01	189	244	433	37	152	189	Hidalgo
2020-06-02	188	204	392	41	138	179	Hidalgo
2020-06-03	161	208	369	40	132	172	Hidalgo
2020-06-04	186	280	466	45	160	205	Hidalgo
2020-06-05	191	346	537	44	195	239	Hidalgo
2020-06-06	202	273	475	47	155	202	Hidalgo
2020-06-07	206	266	472	52	149	201	Hidalgo
2020-06-08	216	250	466	53	146	199	Hidalgo
2020-06-09	210	260	470	54	144	198	Hidalgo
2020-06-10	214	292	506	48	166	214	Hidalgo
2020-06-11	206	299	505	44	177	221	Hidalgo
2020-06-12	212	300	512	45	164	209	Hidalgo
2020-06-13	179	269	448	30	160	190	Hidalgo
2020-06-14	230	277	507	43	176	219	Hidalgo
2020-06-15	235	286	521	46	166	212	Hidalgo
2020-06-16	241	286	527	51	162	213	Hidalgo
2020-06-17	232	287	519	53	166	219	Hidalgo
2020-06-18	226	327	553	48	172	220	Hidalgo
2020-06-19	213	341	554	46	169	215	Hidalgo
2020-06-20	217	331	548	49	169	218	Hidalgo
2020-06-21	429	374	803	47	180	227	Hidalgo
2020-06-22	231	362	593	48	173	221	Hidalgo
2020-06-23	232	370	602	49	171	220	Hidalgo
2020-06-24	234	365	599	51	167	218	Hidalgo
2020-06-25	232	367	599	46	173	219	Hidalgo
2020-06-26	222	375	597	46	177	223	Hidalgo
2020-06-27	222	359	581	40	186	226	Hidalgo
2020-06-28	228	356	584	42	183	225	Hidalgo
2020-06-29	234	353	587	46	175	221	Hidalgo
2020-06-30	233	362	595	40	204	244	Hidalgo
2020-07-01	219	404	623	39	193	232	Hidalgo
2020-07-02	220	412	632	43	189	232	Hidalgo
2020-07-03	218	413	631	42	194	236	Hidalgo
2020-07-04	204	384	588	41	172	213	Hidalgo
2020-07-05	215	419	634	45	189	234	Hidalgo
2020-07-06	233	413	646	46	189	235	Hidalgo
2020-07-07	241	392	633	43	197	240	Hidalgo
2020-07-08	239	388	627	46	195	241	Hidalgo
2020-07-09	237	417	654	45	195	240	Hidalgo
2020-07-10	234	398	632	47	197	244	Hidalgo
2020-07-11	235	396	631	54	185	239	Hidalgo
2020-07-12	226	371	597	57	167	224	Hidalgo
2020-07-13	325	383	708	52	189	241	Hidalgo
2020-07-14	255	377	632	47	192	239	Hidalgo
2020-07-15	260	390	650	50	180	230	Hidalgo
2020-07-16	252	387	639	55	177	232	Hidalgo
2020-07-17	265	394	659	57	184	241	Hidalgo
2020-07-18	260	385	645	50	180	230	Hidalgo
2020-07-19	263	403	666	56	178	234	Hidalgo
2020-07-20	283	489	772	58	201	259	Hidalgo
2020-07-21	284	455	739	50	200	250	Hidalgo
2020-07-22	268	368	636	55	172	227	Hidalgo
2020-07-23	285	465	750	57	183	240	Hidalgo
2020-07-24	327	545	872	74	206	280	Hidalgo
2020-07-25	179	158	337	21	124	145	Hidalgo
2020-07-26	299	448	747	56	188	244	Hidalgo
2020-07-27	313	457	770	57	205	262	Hidalgo
2020-07-28	303	468	771	61	197	258	Hidalgo
2020-07-29	298	429	727	63	192	255	Hidalgo
2020-07-30	283	445	728	65	189	254	Hidalgo
2020-07-31	259	430	689	66	182	248	Hidalgo
2020-08-01	281	444	725	69	190	259	Hidalgo
2020-08-02	295	442	737	77	185	262	Hidalgo
2020-08-03	292	440	732	74	188	262	Hidalgo
2020-08-04	292	438	730	73	187	260	Hidalgo
2020-08-05	292	434	726	75	188	263	Hidalgo
2020-08-06	299	431	730	70	324	394	Hidalgo
2020-08-07	300	433	733	67	199	266	Hidalgo
2020-08-08	299	443	742	70	195	265	Hidalgo
2020-08-09	312	414	726	69	187	256	Hidalgo
2020-08-10	316	411	727	67	190	257	Hidalgo
2020-08-11	313	412	725	67	191	258	Hidalgo
2020-08-12	306	414	720	64	193	257	Hidalgo
2020-08-13	321	407	728	59	195	254	Hidalgo
2020-08-14	326	418	744	57	191	248	Hidalgo
2020-08-15	321	415	736	61	191	252	Hidalgo
2020-08-16	319	411	730	61	187	248	Hidalgo
2020-08-17	334	395	729	58	190	248	Hidalgo
2020-08-18	325	287	612	56	155	211	Hidalgo
2020-08-19	321	394	715	60	184	244	Hidalgo
2020-08-20	299	392	691	62	186	248	Hidalgo
2020-08-21	323	274	597	57	168	225	Hidalgo
2020-08-22	331	272	603	50	173	223	Hidalgo
2020-08-23	327	280	607	53	161	214	Hidalgo
2020-08-24	330	276	606	58	158	216	Hidalgo
2020-08-25	336	272	608	50	169	219	Hidalgo
2020-08-26	350	394	744	51	200	251	Hidalgo
2020-08-27	339	265	604	57	165	222	Hidalgo
2020-08-28	313	284	597	62	162	224	Hidalgo
2020-08-29	300	299	599	60	163	223	Hidalgo
2020-08-30	311	280	591	59	166	225	Hidalgo
2020-08-31	305	257	562	61	167	228	Hidalgo
2020-09-01	304	286	590	60	164	224	Hidalgo
2020-09-02	288	288	576	60	148	208	Hidalgo
2020-09-03	290	300	590	57	165	222	Hidalgo
2020-09-04	294	297	591	55	164	219	Hidalgo
2020-09-05	281	341	622	56	181	237	Hidalgo
2020-09-06	262	345	607	55	174	229	Hidalgo
2020-04-07	28	470	498	4	179	183	Jalisco
2020-04-08	29	469	498	4	178	182	Jalisco
2020-04-09	25	477	502	7	177	184	Jalisco
2020-04-10	22	472	494	6	178	184	Jalisco
2020-04-11	17	506	523	11	217	228	Jalisco
2020-04-12	17	505	522	12	214	226	Jalisco
2020-04-13	23	503	526	7	293	300	Jalisco
2020-04-14	37	503	540	6	289	295	Jalisco
2020-04-15	35	505	540	6	287	293	Jalisco
2020-04-16	36	505	541	8	283	291	Jalisco
2020-04-17	34	506	540	6	272	278	Jalisco
2020-04-18	34	520	554	7	281	288	Jalisco
2020-04-19	35	520	555	6	271	277	Jalisco
2020-04-20	63	677	740	11	416	427	Jalisco
2020-04-21	63	727	790	13	495	508	Jalisco
2020-04-22	60	922	982	13	364	377	Jalisco
2020-04-23	55	979	1,034	17	362	379	Jalisco
2020-04-24	47	1011	1,058	17	364	381	Jalisco
2020-04-25	48	1036	1,084	15	363	378	Jalisco
2020-04-26	56	1170	1,226	18	430	448	Jalisco
2020-04-27	65	1290	1,355	20	448	468	Jalisco
2020-04-28	70	1349	1,419	15	347	362	Jalisco
2020-04-29	70	1378	1,448	12	366	378	Jalisco
2020-04-30	76	1381	1,457	12	364	376	Jalisco
2020-05-01	77	1368	1,445	11	358	369	Jalisco
2020-05-02	84	1367	1,451	11	357	368	Jalisco
2020-05-03	80	1367	1,447	11	345	356	Jalisco
2020-05-04	107	1340	1,447	12	323	335	Jalisco
2020-05-05	99	1362	1,461	21	321	342	Jalisco
2020-05-06	106	1380	1,486	19	333	352	Jalisco
2020-05-07	114	1706	1,820	24	518	542	Jalisco
2020-05-08	124	1738	1,862	33	503	536	Jalisco
2020-05-09	126	1749	1,875	26	494	520	Jalisco
2020-05-10	123	1733	1,856	27	492	519	Jalisco
2020-05-11	147	1736	1,883	29	540	569	Jalisco
2020-05-12	140	1737	1,877	33	534	567	Jalisco
2020-05-13	145	1729	1,874	25	533	558	Jalisco
2020-05-14	160	1715	1,875	36	526	562	Jalisco
2020-05-15	179	1444	1,623	33	525	558	Jalisco
2020-05-16	167	1460	1,627	32	535	567	Jalisco
2020-05-17	158	1464	1,622	26	540	566	Jalisco
2020-05-18	163	1479	1,642	25	545	570	Jalisco
2020-05-19	169	1465	1,634	24	538	562	Jalisco
2020-05-20	165	1473	1,638	22	568	590	Jalisco
2020-05-21	171	1475	1,646	31	566	597	Jalisco
2020-05-22	169	1486	1,655	45	554	599	Jalisco
2020-05-23	179	1484	1,663	39	539	578	Jalisco
2020-05-24	184	1482	1,666	42	545	587	Jalisco
2020-05-25	216	1496	1,712	41	549	590	Jalisco
2020-05-26	210	1502	1,712	46	535	581	Jalisco
2020-05-27	232	1468	1,700	57	534	591	Jalisco
2020-05-28	232	1464	1,696	67	529	596	Jalisco
2020-05-29	267	1476	1,743	69	533	602	Jalisco
2020-05-30	260	1503	1,763	72	500	572	Jalisco
2020-05-31	290	1495	1,785	74	503	577	Jalisco
2020-06-01	324	1345	1,669	77	509	586	Jalisco
2020-06-02	367	1256	1,623	85	462	547	Jalisco
2020-06-03	377	1192	1,569	89	459	548	Jalisco
2020-06-04	393	1173	1,566	91	455	546	Jalisco
2020-06-05	410	1183	1,593	98	454	552	Jalisco
2020-06-06	404	1130	1,534	99	474	573	Jalisco
2020-06-07	432	1150	1,582	103	485	588	Jalisco
2020-06-08	460	1139	1,599	112	479	591	Jalisco
2020-06-09	518	1130	1,648	116	477	593	Jalisco
2020-06-10	550	1211	1,761	126	483	609	Jalisco
2020-06-11	559	1225	1,784	130	471	601	Jalisco
