cve_ent,poblacion,nombre,17-03-2020,18-03-2020,19-03-2020,20-03-2020,21-03-2020,22-03-2020,23-03-2020,24-03-2020,25-03-2020,26-03-2020,27-03-2020,28-03-2020,29-03-2020,30-03-2020,31-03-2020,01-04-2020,02-04-2020,03-04-2020,04-04-2020,05-04-2020,06-04-2020,07-04-2020,08-04-2020,09-04-2020,10-04-2020,11-04-2020,12-04-2020,13-04-2020,14-04-2020,15-04-2020,16-04-2020,17-04-2020,18-04-2020,19-04-2020,20-04-2020,21-04-2020,22-04-2020,23-04-2020,24-04-2020,25-04-2020,26-04-2020,27-04-2020,28-04-2020,29-04-2020,30-04-2020,01-05-2020,02-05-2020,03-05-2020,04-05-2020,05-05-2020,06-05-2020,07-05-2020,08-05-2020,09-05-2020,10-05-2020,11-05-2020,12-05-2020,13-05-2020,14-05-2020,15-05-2020,16-05-2020,17-05-2020,18-05-2020,19-05-2020,20-05-2020,21-05-2020,22-05-2020,23-05-2020,24-05-2020,25-05-2020,26-05-2020,27-05-2020,28-05-2020,29-05-2020,30-05-2020,31-05-2020,01-06-2020,02-06-2020,03-06-2020,04-06-2020,05-06-2020,06-06-2020,07-06-2020,08-06-2020,09-06-2020,10-06-2020,11-06-2020,12-06-2020,13-06-2020,14-06-2020,15-06-2020,16-06-2020,17-06-2020,18-06-2020,19-06-2020,20-06-2020,21-06-2020,22-06-2020,23-06-2020,24-06-2020,25-06-2020,26-06-2020,27-06-2020,28-06-2020,29-06-2020,30-06-2020,01-07-2020,02-07-2020,03-07-2020,04-07-2020,05-07-2020,06-07-2020,07-07-2020,08-07-2020,09-07-2020,10-07-2020,11-07-2020,12-07-2020,13-07-2020,14-07-2020,15-07-2020,16-07-2020,17-07-2020,18-07-2020,19-07-2020,20-07-2020,21-07-2020,22-07-2020,23-07-2020,24-07-2020,25-07-2020,26-07-2020,27-07-2020,28-07-2020,29-07-2020,30-07-2020,31-07-2020,01-08-2020,02-08-2020,03-08-2020,04-08-2020,05-08-2020,06-08-2020,07-08-2020,08-08-2020,09-08-2020,10-08-2020,11-08-2020,12-08-2020
"17",2044058,"MORELOS",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,3,1,2,1,3,0,3,6,6,8,6,4,7,8,7,9,11,8,15,16,12,20,16,14,12,13,14,16,16,12,22,10,10,9,10,15,18,22,15,9,15,7,9,10,6,7,5,7,12,13,13,6,7,7,11,8,8,9,12,8,8,9,8,7,11,7,5,9,3,9,7,9,4,1,7,3,4,9,6,8,4,6,5,4,3,3,4,4,7,4,2,7,4,3,5,4,3,8,3,5,1,4,12,3,3,2,3,2,2,3,3,2,6,3,5,5,3,1,1,1,0,0
"18",1288571,"NAYARIT",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,2,3,2,0,1,1,0,2,1,0,0,4,2,2,3,2,3,0,2,1,0,2,0,3,5,6,2,6,5,1,6,3,3,0,8,4,7,5,3,4,1,1,8,4,5,7,5,9,9,9,3,6,5,8,1,6,7,7,3,1,1,4,3,6,7,5,5,8,4,5,6,8,6,4,5,6,3,13,5,9,7,10,1,9,8,6,9,10,6,3,7,11,6,6,7,7,3,7,7,4,2,0
"19",5610153,"NUEVO LEON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,1,1,1,1,2,2,2,1,2,3,2,2,3,2,2,0,3,3,3,4,4,3,4,3,3,4,5,6,3,3,2,1,9,5,4,4,6,3,2,4,2,6,10,3,7,3,5,6,6,5,10,10,5,13,11,10,11,10,7,12,10,10,11,10,20,12,14,15,22,20,28,19,18,26,26,18,23,25,14,21,26,29,29,38,30,29,37,33,29,34,40,32,37,27,32,45,43,27,27,27,29,36,28,33,34,36,41,25,37,26,2,0
"20",4143593,"OAXACA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,4,1,0,1,3,0,1,4,1,1,2,4,3,4,4,5,4,2,4,5,6,7,8,3,7,7,12,5,3,7,9,14,11,8,11,8,13,16,16,14,12,6,14,5,14,17,17,24,22,11,17,26,12,17,22,19,11,10,6,15,19,21,14,12,16,12,9,5,10,17,6,11,17,16,14,16,9,13,14,10,13,17,17,15,9,13,7,14,8,9,17,12,11,5,4,9,15,5,8,9,7,11,13,8,10,11,6,8,6,4,6,0
"21",6604451,"PUEBLA",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,3,3,4,8,1,2,5,5,2,3,4,4,5,5,7,6,8,3,7,5,6,6,9,5,13,9,8,11,5,13,13,13,8,11,8,8,5,14,17,14,14,16,13,10,10,20,24,18,27,23,17,28,21,19,24,19,23,24,34,32,24,33,20,34,26,24,31,29,17,35,35,33,35,39,36,39,25,32,45,44,28,20,22,27,22,25,32,36,32,27,45,33,40,38,35,34,31,28,27,35,50,23,28,41,37,34,30,35,43,34,38,37,41,41,35,32,41,41,30,26,27,29,27,24,23,23,17,17,18,5,0
"22",2279637,"QUERETARO",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,2,1,2,0,0,0,4,2,3,1,2,4,8,8,1,3,5,9,2,5,3,5,5,6,2,6,2,7,5,6,5,9,3,7,7,3,7,2,8,7,9,4,7,7,5,6,6,5,3,5,5,3,3,5,9,5,6,5,6,10,4,8,6,5,7,10,4,3,1,7,8,3,4,7,8,5,6,8,3,8,6,4,6,7,2,6,5,6,9,7,11,3,3,9,7,4,9,7,9,4,0
"23",1723259,"QUINTANA ROO",0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,2,2,1,1,2,2,3,3,2,2,5,5,3,0,1,4,6,7,10,8,6,7,16,10,10,14,9,12,11,14,5,8,6,7,9,8,5,9,8,6,12,7,11,10,6,5,10,8,4,6,5,3,10,6,6,7,7,8,8,6,12,7,4,5,8,9,12,5,7,8,4,6,7,6,4,4,6,6,5,5,8,8,5,7,10,10,6,10,13,9,10,7,9,6,16,10,13,10,22,16,14,11,12,18,11,9,19,12,15,25,22,13,16,15,14,13,13,16,10,16,17,7,16,19,17,9,7,10,10,7,11,7,0
"24",2866142,"SAN LUIS POTOSI",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,2,1,1,1,1,1,0,1,1,0,1,2,4,5,2,0,3,1,2,3,2,3,3,1,1,2,2,4,6,1,5,5,2,8,6,6,3,4,8,4,2,2,0,7,2,2,3,5,7,7,6,12,11,7,4,8,4,11,8,3,6,3,7,12,9,7,9,12,6,12,14,15,13,22,14,8,18,18,22,23,31,19,18,12,19,30,12,20,18,11,20,21,15,22,9,10,8,9,4,3,0
"25",3156674,"SINALOA",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,3,2,5,0,1,3,6,7,10,8,7,8,5,6,4,5,5,4,10,6,8,7,6,11,10,10,8,11,12,16,6,9,12,21,6,13,11,4,6,13,15,4,16,17,14,18,18,15,15,24,16,19,15,18,17,28,23,22,23,28,30,27,40,27,34,25,31,36,20,22,21,48,26,26,30,30,31,28,22,24,33,32,31,29,28,27,35,30,29,22,19,24,36,27,37,27,27,28,33,14,22,28,35,29,33,23,33,21,37,29,16,22,19,22,23,26,26,17,19,14,23,19,9,17,27,12,18,22,12,14,7,3,0
"26",3074745,"SONORA",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,0,1,3,0,1,2,0,1,0,2,3,3,3,1,1,1,0,3,1,3,1,1,3,1,2,0,0,4,2,2,4,4,1,5,6,5,7,8,7,9,10,4,9,14,11,14,16,12,14,23,18,13,18,13,15,25,34,25,22,28,24,33,34,36,25,31,36,38,33,37,29,31,24,36,51,46,45,36,32,41,42,35,42,38,35,40,36,40,39,36,48,44,42,37,35,42,35,41,27,32,29,25,41,21,36,21,16,31,30,20,15,24,15,14,9,12,16,10,10,13,8,2,3,1,0
"27",2572287,"TABASCO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,3,3,0,1,1,0,1,2,4,5,3,3,10,9,8,8,3,10,11,7,10,10,6,9,9,10,17,13,13,14,7,15,11,23,13,13,15,11,13,15,24,17,17,14,16,21,19,22,21,17,12,22,17,19,18,27,11,23,19,16,17,17,10,17,15,16,17,12,18,16,17,21,23,14,22,18,8,23,16,14,14,21,22,26,25,25,29,16,26,24,17,30,38,34,23,31,33,34,30,38,27,27,33,39,22,26,32,36,31,29,19,30,24,26,25,19,29,21,22,15,19,11,14,13,8,10,15,15,7,0
"28",3650602,"TAMAULIPAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,4,0,0,3,1,3,1,2,1,0,3,2,3,1,1,1,3,4,6,3,4,4,3,3,5,2,3,0,4,4,2,5,4,3,5,4,3,4,10,2,7,9,6,6,7,5,2,2,5,7,7,9,5,11,6,19,15,12,19,22,19,9,16,26,18,10,22,21,28,23,25,27,15,23,16,35,33,35,29,26,18,15,11,10,35,14,20,27,22,24,27,23,25,20,27,20,18,27,27,19,21,19,15,18,21,11,22,15,17,12,13,9,6,3,0
"29",1380011,"TLAXCALA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,1,0,2,0,2,2,1,1,2,2,4,4,5,3,2,3,2,6,4,3,2,7,1,1,10,9,4,2,8,9,7,3,6,5,5,2,5,13,3,6,4,9,4,0,10,9,9,6,14,4,7,7,13,10,16,11,7,7,5,6,9,5,9,7,12,11,4,5,8,5,13,10,5,8,9,10,10,6,7,7,9,14,11,8,8,12,10,5,18,18,8,12,14,10,11,11,17,14,11,4,16,11,8,6,6,8,10,6,6,11,6,3,3,8,3,7,2,0
"30",8539862,"VERACRUZ",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,1,1,0,1,1,2,6,4,3,6,2,4,9,10,6,3,12,3,7,15,13,12,15,17,13,19,28,22,25,24,20,36,25,19,22,32,36,37,27,33,28,30,30,34,24,31,25,38,27,35,33,35,25,40,29,32,42,38,40,32,32,29,34,39,41,31,27,32,41,40,26,29,34,44,36,41,37,42,30,24,28,33,36,38,44,35,46,44,41,27,25,39,35,33,46,40,41,44,38,34,30,31,28,36,43,37,35,38,28,27,22,35,27,24,13,16,15,22,15,12,1,0
"31",2259098,"YUCATAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,3,0,0,1,0,3,1,1,0,1,2,3,1,4,2,2,1,1,3,3,1,2,5,2,2,7,4,3,2,1,7,6,7,5,7,1,3,8,5,3,11,5,6,8,2,7,10,9,8,7,9,5,10,8,2,5,4,6,4,5,9,10,6,5,8,12,13,6,7,10,3,9,7,6,8,19,16,8,6,6,15,23,15,10,14,16,8,19,19,9,13,20,10,9,16,13,23,13,7,15,9,14,20,22,22,16,12,12,20,20,14,8,17,17,13,17,18,16,19,11,13,12,18,8,0
"32",1666426,"ZACATECAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,3,3,1,1,0,0,0,1,1,0,1,1,1,2,0,1,0,2,0,0,1,1,0,1,1,1,1,1,1,1,1,3,2,2,2,1,3,5,2,2,2,1,0,4,3,2,5,6,1,2,2,1,2,1,2,3,0,4,3,4,3,6,3,2,1,3,7,5,3,6,4,4,1,6,8,5,3,6,5,5,6,2,6,9,7,12,2,7,7,3,7,12,5,10,7,10,9,9,15,7,1,1,0
"000",127792286,"Nacional",0,2,0,1,0,1,1,2,2,8,7,14,8,12,22,19,26,32,33,27,53,56,46,53,65,69,72,80,92,95,79,109,110,134,164,156,165,163,195,222,235,211,208,267,263,292,261,262,332,312,298,296,321,307,319,341,342,376,413,424,395,446,450,455,461,448,436,432,468,482,481,451,482,438,479,505,547,501,532,531,506,540,561,598,562,584,541,606,561,588,576,642,615,565,540,476,551,548,547,532,514,559,569,551,620,579,556,551,551,580,612,667,632,571,594,548,573,569,615,595,601,613,574,550,587,591,613,537,581,541,550,571,580,564,472,533,480,483,468,500,522,463,430,389,403,341,282,106,1
